,Unnamed: 0,fact,context,annotators,response,model,Understandable,Natural,MaintainsContext,Engaging,UsesKnowledge,Overall,understandability_cat,natural_cat,engage_cat,coherence_cat,groundedness_cat,overall_cat,understandability_unieval,naturalness_unieval,coherence_unieval,engagingness_unieval,groundedness_unieval,overall_unieval,perplexity,bleu,bleurt_notune_src,bleurt_notune_ttl,meteor_1,meteor_n,bert_f1_src,bert_precision_src,bert_recall_src,bert_f1_ttl,bert_precision_ttl,bert_recall_ttl,rouge1,rouge2,rougeL,ctc_e_engage,ctc_e_ground,ctc_d_engage,ctc_d_ground,ctc_r_engage,ctc_r_ground,cohere_met,consist_met,relev_met
432,432,"your persona: my favorite color is red.
your persona: i am a christian.
your persona: my sister is a pole dancer.
your persona: i enjoy listening to classical music.
your persona: i can drive a tractor.
","hi how are you doing
i am doing very fine this afternoon . how about you ?
i'm good getting ready for school
what are you going to school for ?
high school i'm so ready to graduate
will you be driving to or living on campus ?
i will probably be living on campus
what kind of music makes you feel good ?
really any kind what about you
i enjoy listening to classical music .
that is nice do you like sports
it depends on the particular sport .
i like to spend time with my horses
",shikib,"horses are great ! i work with a lot of animals on my farm . i can drive a tractor too .
",New Human Generated,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.999155156,0.999069407,0.99856611,2.949805135,0.998021201,1.388923402,44.14242172,0.075582445,-1.248367906,-1.422457933,0.064446831,0.204587156,0.861058414,0.800680161,0.829772353,0.855669022,0.836556852,0.846004963,0.290909091,0.290909091,0.290909091,19.39624798,18.73114014,7.421037316,4.298266321,6.848256588,5.015228748,-3.341045456,-3.306728505,0.0279374
433,433,"your persona: my favorite color is red.
your persona: i am a christian.
your persona: my sister is a pole dancer.
your persona: i enjoy listening to classical music.
your persona: i can drive a tractor.
","hi how are you doing
i am doing very fine this afternoon . how about you ?
i'm good getting ready for school
what are you going to school for ?
high school i'm so ready to graduate
will you be driving to or living on campus ?
i will probably be living on campus
what kind of music makes you feel good ?
really any kind what about you
i enjoy listening to classical music .
that is nice do you like sports
it depends on the particular sport .
i like to spend time with my horses
",maxine,"horses are great ! i work with a lot of animals on my farm . i can drive a tractor too .
",New Human Generated,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.999155156,0.999069407,0.99856611,2.949805135,0.998021201,1.388923402,44.14242172,0.075582445,-1.248367906,-1.422457933,0.064446831,0.204587156,0.861058414,0.800680161,0.829772353,0.855669022,0.836556852,0.846004963,0.290909091,0.290909091,0.290909091,19.39624798,18.73114014,7.421037316,4.298266321,6.848256588,5.015228748,-3.341045456,-3.306728505,0.0279374
434,434,"your persona: my favorite color is red.
your persona: i am a christian.
your persona: my sister is a pole dancer.
your persona: i enjoy listening to classical music.
your persona: i can drive a tractor.
","hi how are you doing
i am doing very fine this afternoon . how about you ?
i'm good getting ready for school
what are you going to school for ?
high school i'm so ready to graduate
will you be driving to or living on campus ?
i will probably be living on campus
what kind of music makes you feel good ?
really any kind what about you
i enjoy listening to classical music .
that is nice do you like sports
it depends on the particular sport .
i like to spend time with my horses
",yulan,"horses are great ! i work with a lot of animals on my farm . i can drive a tractor too .
",New Human Generated,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.999155156,0.999069407,0.99856611,2.949805135,0.998021201,1.388923402,44.14242172,0.075582445,-1.248367906,-1.422457933,0.064446831,0.204587156,0.861058414,0.800680101,0.829772353,0.855669022,0.836556852,0.846004963,0.290909091,0.290909091,0.290909091,19.39624798,18.73114014,7.421037316,4.298266321,6.848256588,5.015228748,-3.341045456,-3.306728505,0.0279374
435,435,"your persona: i just broke up with boyfriend two months ago.
your persona: i have a pet fish.
your persona: my favorite color is orange.
your persona: i turned 18 years old yesterday.
","hello , how are you doing today ?
",shikib,"am fine and how is your life
",Original Ground Truth,1,2,3,2,0,3,poor,poor,poor,moderate,poor,moderate,0.996756762,0.9966748,0.563895289,0.99879534,0.998906826,0.911005803,246.3360596,0,-0.941330969,-1.666388035,0.063291139,0.063291139,0.885038435,0.87383306,0.879400074,0.816794157,0.814898789,0.81584543,0.153846154,0.153846154,0.153846154,4.773735344,4.436678827,1.055316582,0.276069034,1.966062784,0.967065275,-2.849023809,-2.657113609,0.014778739
436,436,"your persona: i just broke up with boyfriend two months ago.
your persona: i have a pet fish.
your persona: my favorite color is orange.
your persona: i turned 18 years old yesterday.
","hello , how are you doing today ?
",maxine,"am fine and how is your life
",Original Ground Truth,1,3,3,3,0,5,poor,moderate,moderate,moderate,poor,high,0.996756762,0.9966748,0.563895289,0.99879534,0.998906826,0.911005803,246.3360596,0,-0.941330969,-1.666388035,0.063291139,0.063291139,0.885038435,0.87383306,0.879400074,0.816794157,0.814898789,0.81584543,0.153846154,0.153846154,0.153846154,4.773735344,4.436678827,1.055316582,0.276069034,1.966062784,0.967065275,-2.849023809,-2.657113609,0.014778739
437,437,"your persona: i just broke up with boyfriend two months ago.
your persona: i have a pet fish.
your persona: my favorite color is orange.
your persona: i turned 18 years old yesterday.
","hello , how are you doing today ?
",yulan,"am fine and how is your life
",Original Ground Truth,1,3,3,3,0,4,poor,moderate,moderate,moderate,poor,high,0.996756762,0.9966748,0.563895289,0.99879534,0.998906826,0.911005803,246.3360596,0,-0.941330969,-1.666388035,0.063291139,0.063291139,0.885038435,0.873833001,0.879400015,0.816794157,0.814898789,0.81584543,0.153846154,0.153846154,0.153846154,4.773735344,4.436678827,1.055316582,0.276069034,1.966062784,0.967065275,-2.849023809,-2.657113609,0.014778739
438,438,"your persona: i just broke up with boyfriend two months ago.
your persona: i have a pet fish.
your persona: my favorite color is orange.
your persona: i turned 18 years old yesterday.
","hello , how are you doing today ?
",shikib,"i am well , how are you ?
",KV-MemNN,1,3,3,2,0,4,poor,moderate,poor,moderate,poor,high,0.999002337,0.999090963,0.009511599,0.998852373,0.998831253,0.801057705,86.36000824,0.382602942,-1.049360156,-1.636561632,0.605,0.605,0.902668715,0.90400219,0.903334916,0.815922678,0.808180809,0.812033236,0.5,0.5,0.5,6.124130487,5.177780688,1.965004385,0.74330442,2.230095625,1.275031805,-2.171632834,-1.919631013,0.014822047
439,439,"your persona: i just broke up with boyfriend two months ago.
your persona: i have a pet fish.
your persona: my favorite color is orange.
your persona: i turned 18 years old yesterday.
","hello , how are you doing today ?
",maxine,"i am well , how are you ?
",KV-MemNN,1,3,3,1,0,4,poor,moderate,poor,moderate,poor,high,0.999002337,0.999090963,0.009511599,0.998852373,0.998831253,0.801057705,86.36000824,0.382602942,-1.049360156,-1.636561632,0.605,0.605,0.902668715,0.90400219,0.903334916,0.815922678,0.808180809,0.812033236,0.5,0.5,0.5,6.124130487,5.177780688,1.965004385,0.74330442,2.230095625,1.275031805,-2.171632834,-1.919631013,0.014822047
440,440,"your persona: i just broke up with boyfriend two months ago.
your persona: i have a pet fish.
your persona: my favorite color is orange.
your persona: i turned 18 years old yesterday.
","hello , how are you doing today ?
",yulan,"i am well , how are you ?
",KV-MemNN,1,3,3,3,0,4,poor,moderate,moderate,moderate,poor,high,0.999002337,0.999090963,0.009511599,0.998852373,0.998831253,0.801057705,86.36000824,0.382602942,-1.049360156,-1.636561632,0.605,0.605,0.902668715,0.90400219,0.903334916,0.815922678,0.808180809,0.812033236,0.5,0.5,0.5,6.124130487,5.177780688,1.965004385,0.74330442,2.230095625,1.275031805,-2.171632834,-1.919631013,0.014822047
441,441,"your persona: i just broke up with boyfriend two months ago.
your persona: i have a pet fish.
your persona: my favorite color is orange.
your persona: i turned 18 years old yesterday.
","hello , how are you doing today ?
",shikib,"i am good . just got back from my pet fish . you ?
",Seq2Seq,0,1,3,2,1,2,poor,poor,poor,moderate,poor,poor,0.999271939,0.999283598,0.973273004,2.95177758,0.997680291,1.384257282,194.9013062,0,-1.64852953,-1.730614185,0.11627907,0.138911554,0.831874967,0.854401946,0.842987955,0.844791412,0.827025533,0.835814059,0.227272727,0.227272727,0.227272727,10.93335253,10.49497473,5.136060059,2.092868356,5.599608421,4.441656113,-2.924522464,-2.704777375,0.017836336
442,442,"your persona: i just broke up with boyfriend two months ago.
your persona: i have a pet fish.
your persona: my favorite color is orange.
your persona: i turned 18 years old yesterday.
","hello , how are you doing today ?
",maxine,"i am good . just got back from my pet fish . you ?
",Seq2Seq,1,1,3,2,1,3,poor,poor,poor,moderate,poor,moderate,0.999271939,0.999283598,0.973273004,2.95177758,0.997680291,1.384257282,194.9013062,0,-1.64852953,-1.730614185,0.11627907,0.138911554,0.831874967,0.854401946,0.842987955,0.844791412,0.827025533,0.835814059,0.227272727,0.227272727,0.227272727,10.93335253,10.49497473,5.136060059,2.092868356,5.599608421,4.441656113,-2.924522464,-2.704777375,0.017836336
443,443,"your persona: i just broke up with boyfriend two months ago.
your persona: i have a pet fish.
your persona: my favorite color is orange.
your persona: i turned 18 years old yesterday.
","hello , how are you doing today ?
",yulan,"i am good . just got back from my pet fish . you ?
",Seq2Seq,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.999271939,0.999283598,0.973273004,2.95177758,0.997680291,1.384257282,194.9013062,0,-1.64852953,-1.730614185,0.11627907,0.138911554,0.831874967,0.854401946,0.842987955,0.844791412,0.827025533,0.835814059,0.227272727,0.227272727,0.227272727,10.93335253,10.49497473,5.136060059,2.092868356,5.599608421,4.441656113,-2.924522464,-2.704777375,0.017836336
444,444,"your persona: i just broke up with boyfriend two months ago.
your persona: i have a pet fish.
your persona: my favorite color is orange.
your persona: i turned 18 years old yesterday.
","hello , how are you doing today ?
",shikib,"i'm doing well . how are you ?
",Language Model,1,3,3,2,0,4,poor,moderate,poor,moderate,poor,high,0.999284136,0.999358827,0.030701232,1.984907062,0.999326006,1.002715453,66.9769516,0,-0.437574536,-1.640582919,0.550617284,0.550617284,0.909805357,0.910702586,0.910253704,0.822507858,0.819647431,0.821075141,0.615384615,0.615384615,0.615384615,6.965180278,5.889376938,2.643354774,1.371929995,2.614666939,2.074852943,-1.882311704,-1.592929053,0.014930083
445,445,"your persona: i just broke up with boyfriend two months ago.
your persona: i have a pet fish.
your persona: my favorite color is orange.
your persona: i turned 18 years old yesterday.
","hello , how are you doing today ?
",maxine,"i'm doing well . how are you ?
",Language Model,1,3,3,1,0,4,poor,moderate,poor,moderate,poor,high,0.999284136,0.999358827,0.030701232,1.984907062,0.999326006,1.002715453,66.9769516,0,-0.437574536,-1.640582919,0.550617284,0.550617284,0.909805357,0.910702527,0.910253704,0.822507858,0.819647431,0.821075141,0.615384615,0.615384615,0.615384615,6.965180278,5.889376938,2.643354774,1.371929995,2.614666939,2.074852943,-1.882311704,-1.592929053,0.014930083
446,446,"your persona: i just broke up with boyfriend two months ago.
your persona: i have a pet fish.
your persona: my favorite color is orange.
your persona: i turned 18 years old yesterday.
","hello , how are you doing today ?
",yulan,"i'm doing well . how are you ?
",Language Model,1,3,3,3,0,4,poor,moderate,moderate,moderate,poor,high,0.999284136,0.999358827,0.030701232,1.984907062,0.999326006,1.002715453,66.9769516,0,-0.437574536,-1.640582919,0.550617284,0.550617284,0.909805357,0.910702586,0.910253704,0.822507858,0.819647431,0.821075141,0.615384615,0.615384615,0.615384615,6.965180278,5.889376938,2.643354774,1.371929995,2.614666939,2.074852943,-1.882311704,-1.592929053,0.014930083
447,447,"your persona: i just broke up with boyfriend two months ago.
your persona: i have a pet fish.
your persona: my favorite color is orange.
your persona: i turned 18 years old yesterday.
","hello , how are you doing today ?
",shikib,"pretty good . i just turned 18 yesterday .
",New Human Generated,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.999697994,0.999714774,0.992118422,1.993383384,0.995496706,1.196082256,155.6652832,0,-1.670994043,-1.317558765,0,0.151441529,0.839801431,0.835158229,0.837473392,0.884076178,0.835021436,0.85884887,0.25,0.25,0.25,7.819664001,7.683971822,4.72856915,2.958487651,4.918984413,4.590210915,-2.54639871,-2.641555659,0.01665911
448,448,"your persona: i just broke up with boyfriend two months ago.
your persona: i have a pet fish.
your persona: my favorite color is orange.
your persona: i turned 18 years old yesterday.
","hello , how are you doing today ?
",maxine,"pretty good . i just turned 18 yesterday .
",New Human Generated,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.999697994,0.999714774,0.992118422,1.993383384,0.995496706,1.196082256,155.6652832,0,-1.670994043,-1.317558765,0,0.151441529,0.839801431,0.835158288,0.837473452,0.884076178,0.835021436,0.85884887,0.25,0.25,0.25,7.819664001,7.683971822,4.72856915,2.958487651,4.918984413,4.590210915,-2.54639871,-2.641555659,0.01665911
449,449,"your persona: i just broke up with boyfriend two months ago.
your persona: i have a pet fish.
your persona: my favorite color is orange.
your persona: i turned 18 years old yesterday.
","hello , how are you doing today ?
",yulan,"pretty good . i just turned 18 yesterday .
",New Human Generated,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.999697994,0.999714774,0.992118422,1.993383384,0.995496706,1.196082256,155.6652832,0,-1.670994043,-1.317558765,0,0.151441529,0.839801431,0.835158288,0.837473452,0.884076178,0.835021436,0.85884887,0.25,0.25,0.25,7.819664001,7.683971822,4.72856915,2.958487651,4.918984413,4.590210915,-2.54639871,-2.641555659,0.01665911
